asin,title,rating,total_reviews,manufacturer,recent_month_sales,new_count,used_count,refurbished_count,availability_amazon,return_rate
B098DBHCMR,"HP Chromebase 21.5"" All-in-One Desktop, Intel Pentium Gold 6405U Processor, 4 GB RAM, 64 GB Storage, Rotating Full HD IPS Touchscreen, Chrome OS, Bluetooth Keyboard and Mouse Combo (22-aa0012, 2021)",4.5,337,Hewlett Packard,0,0,0,0,0,0
B099FK2DMZ,"Dell Chromebook 3100 - 11.6"""" - Celeron N4020 - 4 GB RAM - 32 GB eMMC, Black (Renewed)",4.1,1596,Dell Technologies,500,7,2,9,0,0
B099KQ7VFF,"HP Touchscreen Laptop Computer for College Student Home Study, 1-Year Office 365, 4GB DDR4 RAM, 256GB SSD, Intel Processor, 14 inch, WiFi 6, Bluetooth, Webcam, Type-C, HDMI, Pale Gold, Windows 11 S",4.7,6,HP,0,0,0,0,0,0
B099RMRSJW,"HP ProDesk 400 G7 Microtower PC Business Desktop Computer, Intel 6-Core i5-10500, 4GB DDR4 RAM, 128GB PCIe SSD, WiFi Adapter, RJ-45, HDMI, DisplayPort, Keyboard & Mouse, Windows 11 Pro",5.0,1,hp,0,0,0,0,0,0
B09BWR8TMP,"HP CHROMEBOOK 11 G8 - Education Edition - 11.6'' - CELERON N4020 - 4 GB RAM - 32 GB EMMC - US (Renewed), Black",4.1,1027,Hp,300,3,8,11,0,0
B09CFZ2XWB,"SAMSUNG Galaxy Tab A7 Lite 8.7"" (2021, WiFi + Cellular) 32GB 4G LTE Tablet (Grey) (Renewed)",4.2,241,Samsung,400,22,3,25,0,0
B09DQ6D5M4,"Dell Pro Slim(Next-gen Optiplex 7020 SFF) Intel 14-Core i5-14500, 32GB DDR5 RAM, 512GB SSD, RJ-45, DP Port, HDMI, Wired KB & Mouse, W11P, 3YR WTY, Business Desktop",4.4,33,Oemgenuine,0,3,0,0,0,0
B09DQ7R431,"Dell Pro Slim(Next-gen Optiplex 7020 SFF) Intel 14-Core i5-14500, 16GB DDR5 RAM, 512GB SSD, RJ-45, DP Port, HDMI, Wired KB & Mouse, W11P, 3YR WTY, Business Desktop",4.4,58,Oemgenuine,50,3,0,0,0,0
B09DQ9R6PV,"Dell Pro Slim(Next-gen Optiplex 7020 SFF) Intel 14-Core i5-14500, 16GB DDR5 RAM, 256GB SSD, RJ-45, DP Port, HDMI, Wired KB & Mouse, W11P, 3YR WTY, Business Desktop",4.4,33,Oemgenuine,0,4,0,0,0,1
B09GS4RCX3,"Samsung Galaxy Z Fold 3 5G US Version, 512GB, Phantom Black - Unlocked (Renewed)",4.0,2597,Samsung,50,10,9,19,0,0
B09HN5T22N,"2021 Dell Inspiron 5000 All in One Desktop, 24"" Full HD IPS Display, Intel Core i3-1115G4 Processor, 16 GB DDR4 RAM, 1 TB SSD, HDMI, WiFi, Pop-up Webcam, SD Card Reader, Windows 10, Black",5.0,3,Dell Computers,0,0,0,0,0,0
B09JBRHG1D,"Skytech Gaming Blaze 3.0 Gaming Computer PC Desktop - Intel i5-10400F 2.9GHz, GTX 1650 Super, 500GB SSD, 16GB DDR4 3200, RGB Fans, AC WiFi, Windows 10 Home 64-bit, White",4.4,27,Brainstrom Corporation,0,0,1,0,0,0
B09KKL89TB,"Apple 2021 iMac with Apple M1 Chip with 8-core CPU, 24-inch, 8GB RAM, 512GB SSD Storage Silver (Renewed)",4.2,504,Apple Computer,0,5,1,0,0,0
B09LXTJ27K,"Apple 2021 iMac with Apple M1 Chip with 8-core CPU (24-inch, 8GB RAM, 256GB SSD Storage) (QWERTY English) Green (Renewed)",4.2,504,Apple Computer,0,2,1,3,0,0
B09M3QWMW8,"Dell OptiPlex 7010 Plus 7000 Tower Premium Business Desktop Computer, 13th Gen Intel 16-Core i7-13700, 4GB DDR5 RAM, 256GB PCIe SSD, RJ-45, 3 DisplayPorts, Type-C, 9 USB, Windows 11 Pro",5.0,1,Dell Computers,0,0,0,0,0,0
B09M3T7X8D,"Dell OptiPlex 7010 Plus 7000 Tower Premium Business Desktop Computer, 13th Gen Intel 16-Core i7-13700, 4GB DDR5 RAM, 128GB PCIe SSD, RJ-45, 3 DisplayPorts, Type-C, 9 USB, Windows 11 Pro",0.0,0,Dell Computers,0,0,0,0,0,0
B09MSR7BMP,"Skytech Gaming Skytech Blaze 3.0 Gaming PC Desktop – Intel Core i5 10400F 2.9 GHz, RTX 3060, 1TB SSD, 16G DDR4 3200, 600W Gold PSU, AC Wi-Fi, Windows 10 Home 64-bit",4.3,328,Brainstrom Corporation,0,0,0,0,0,0
B09N9X3P96,"HP [Windows 11 Home All-in-One Desktop | 20.7"" Full HD Screen | AMD 3020e Processor | 32GB RAM | 1TB SSD Storage | Webcam | Adjustable Screen | Snow White",3.7,13,HP,0,0,0,0,0,0
B09P7NNZ74,"Dell OptiPlex 3070 SFF Small Form Factor Desktop - 9th Gen Intel Core i7-9700 8-Core CPU up to 4.70GHz, 32GB DDR4 Memory, 1TB SSD, Intel UHD Graphics 630, DVD Burner, Windows 11 Pro (Renewed)",4.3,55,Dell Computers,100,11,0,11,0,0
B09P7WHLPN,"Dell Chromebook 11 3100 Celeron N4000 1.1GHz 4GB 64GB eMMC AC BT WC 11.6"" HD MT Chrome OS (Renewed)",4.1,1596,Dell Computers,0,0,0,0,0,0
B09R6FNNS1,"Dell 15 Laptop DC15250-15.6-inch FHD 120Hz Display, Intel Core 3 Processor 100U Processor, 8GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Windows 11 Home, Onsite Service - Carbon Black",4.4,208,CN,10000,1,0,0,0,0
B09R6H1Z6H,"Dell Optiplex 3050 SFF Desktop Computer PC, Intel Quad Core i5-6500 up to 3.6GHz, 16GB DDR4, 256GB SSD, WiFi, 4K Support, DP, HDMI, Windows 11 Pro 64 Bit (Renewed)",4.1,310,Dell Computers,400,6,0,0,0,0
B09RGVS489,Lenovo Chromebook 300e 2-in-1 Convertible Laptop in Black AMD Processor up to 2.4Ghz 32GB eMMC 4GB DDR4 11.6in IPS Touchscreen BT Dual Webcam HDMI (Renewed),4.0,3153,Lenovo,400,3,2,5,0,0
B09RQ8T428,"Late 2020 Apple MacBook Air with Apple M1 Chip (13.3 inch, 16GB RAM, 256GB SSD) Space Gray (Renewed)",4.0,989,Apple Computer,100,7,9,16,0,0
B09S4T2B35,"2021 Apple iMac with Apple M1 Chip with 8-core CPU (24-inch, 8GB RAM, 256GB SSD Storage) (QWERTY English) Purple (Renewed)",4.2,504,Apple Computer,0,3,1,4,0,0
B09TN242Q5,"Dell OptiPlex Computer Desktop PC, Intel Core i5 3rd Gen 3.2 GHz, 16GB RAM, 2TB HDD, New 22 Inch LED Monitor, RGB Keyboard and Mouse, WiFi, Windows 11 Pro (Renewed)",3.7,2851,Dell Computers,300,0,0,0,0,0
B09V1LKTPH,Acer Aspire TC-1760-UA92 Desktop | 12th Gen Intel Core i5-12400 6-Core Processor | 12GB 3200MHz DDR4 | 512GB NVMe M.2 SSD | 8X DVD | Intel Wireless Wi-Fi 6 AX201 | Bluetooth 5.2 | Windows 11 Home,4.3,867,Acer,0,3,3,0,0,0
B09V31JB9D,"Late 2020 Apple MacBook Air with Apple M1 Chip (13.3 inch, 16GB RAM, 512GB SSD) Space Gray (Renewed)",4.3,2736,Apple Computer,100,5,9,14,0,0
B09V5PPWRH,"Apple MacBook Air with Apple M1 Chip, 13.3 inch, 16GB RAM, 256GB SSD Storage, Silver (Renewed)",4.0,989,Apple,0,5,6,11,0,0
B09V5Q3STN,"Late 2020 Apple MacBook Air with Apple M1 Chip (13.3 inch, 16GB RAM, 256GB SSD Storage) Gold (Renewed)",4.0,989,Apple,50,1,1,2,0,0
B09V6CTRHX,"Late 2020 Apple MacBook Air with Apple M1 Chip (13.3 inches Retina, 16GB Memory, 512GB SSD) Silver (Renewed)",4.3,2736,Apple Computer,0,2,3,5,0,0
B09V6PZ5XR,"Late 2020 Apple MacBook Air with Apple M1 Chip (13.3 inches Retina, 8GB, 512GB) Gold (Renewed)",4.0,989,Apple Computer,0,1,1,2,0,0
B09V7DCPH6,"2020 Apple MacBook Air with Apple M1 Chip with 8-Core CPU and 7-Core GPU (13.3- inch, 16 GB RAM, 512 GB SSD Storage) (QWERTZ English) Gold (Renewed)",4.3,2736,Apple Computer,100,2,2,4,0,0
B09V8FKRF4,"Lenovo Flex 5i - 14.0"" FHD Touch Display - Intel Core i7-1165G7 - 12GB DDR4 RAM - 512GB M.2 NVMe SSD - Intel Iris Xe Graphics - Windows 11 Home - Graphite Grey",4.3,64,Lenovo,0,1,1,0,0,0
B09WGH9QJQ,"Late 2020 Apple MacBook Air with Apple M1 Chip (13.3 inch, 8GB RAM, 128GB) Gold (Renewed)",4.0,989,Apple Computer,50,1,1,2,0,0
B09WJHLWHG,"Apple Late 2020 MacBook Air with Apple M1 Chip, 13.3-inch, 8GB RAM, 128GB SSD, Silver (Renewed)",4.0,989,Apple Computer,500,11,16,27,0,0
B09WQ36NF1,"Late 2020 Apple MacBook Air with Apple M1 Chip (13.3 inch, 8GB RAM, 128GB SSD) Space Gray (Renewed)",4.0,989,Apple Computer,1000,21,26,41,0,0
B09XN5W2KW,"HP 17z Laptop, 17.3'' HD+ Touchscreen, Intel Core i7-1165G7 Processor, 16GB DDR4 RAM, 1TB PCIe NVMe SSD, Wi-Fi 6, Backlit Keyboard, HDMI, Windows 10 Home, Silver",4.3,931,KKE,0,13,3,0,0,0
B09XN6BQ5F,"HP 17 Laptop, 17.3"" HD+ Touchscreen, Intel Core i7-1255U Processor, 32GB RAM, 1TB SSD, Webcam, HDMI, Backlit Keyboard, Wi-Fi, Windows 11 Home, Silver",4.3,931,KKE,0,13,0,0,0,2
B09XN6HNF8,"HP 17 Laptop, 17.3"" HD+ Touchscreen, Intel Core i7-1255U Processor, 64GB RAM, 1TB SSD, Webcam, HDMI, Wi-Fi, Windows 11 Home, Silver",4.3,931,KKE,50,9,1,0,0,0
B09XN7C5X2,"HP 17 Laptop, 17.3"" HD+ Touchscreen, Intel Core i7-1255U Processor, 16GB RAM, 512GB SSD, Webcam, HDMI, Wi-Fi, Windows 11 Home, Silver",4.3,931,KKE,0,13,3,0,0,0
B09XN8SD8Y,"HP 17 Laptop, 17.3"" HD+ Touchscreen, Intel Core i7-1255U Processor, 32GB RAM, 2TB SSD, Webcam, HDMI, Wi-Fi, Windows 11 Home, Silver",4.3,931,KKE,50,12,1,0,0,0
B09XN8VN9S,"HP 17 Laptop, 17.3"" HD+ Touchscreen, Intel Core i7-1255U Processor, 16GB RAM, 256GB SSD, Webcam, HDMI, Wi-Fi, Windows 11 Home, Silver",4.3,931,KKE,0,9,0,0,0,0
B09YDJB386,"Samsung Galaxy Tab A7 Lite T225N 8.7"" 32GB Silver (Unlocked)",4.2,241,Samsung Electronics,0,2,0,2,0,0
B09ZLVB1GP,"Late 2020 Apple MacBook Air with Apple M1 Chip (13.3 inch, 16GB RAM, 2TB SSD) Space Gray (Renewed)",4.0,989,Apple,0,1,1,2,0,0
B09ZQ37LS7,"DELL Optiplex 5070 Micro MFF Desktop PC Intel i5-9500T, 16GB DDR4 New 512GB M.2 NVMe SSD, WiFi BT HDMI New KB & Mouse Windows 11 Pro (Renewed)",4.1,145,DELL Computers,200,11,0,0,0,0
B0B2DR9KSD,"Dell OptiPlex 7040 SFF Desktop Computer PC, Intel Core i5-6500 3.20GHz, 32GB DDR4, New 1TB NVMe M.2 SSD 2TB HDD, AX200 Built-in WiFi 6, BT, HDMI, Wireless Keyboard & Mouse, Windows 11 Pro (Renewed)",4.1,51,Dell Computers,0,1,0,1,0,0
B0B2DSN5BF,Dell OptiPlex 7040 SFF Desktop Computer PC Intel Quad Core i7-6700 3.20GHz AX200 Built-in WiFi 6 Bluetooth 16GB DDR4 256GB NVMe M.2 SSD 2TB HDD HDMI Wireless Keyboard & Mouse Windows 11 Pro (Renewed),4.1,70,Dell Computers,0,1,0,1,0,0
B0B2DTFXNF,"Dell OptiPlex 7040 SFF Desktop Computer PC, Intel Quad Core i5-6500, AX200 Built-in WiFi 6&Bluetooth, 16GB DDR4, 512GB NVMe M.2 SSD+2TB, HDMI Wireless Keyboard & Mouse, Windows 11 Pro (Renewed)",3.0,7,Dell Computers,0,1,0,1,0,0
B0B2DTQD33,"Dell OptiPlex 7040 SFF Desktop Computer PC Intel Quad Core i7-6700 3.20GHz AX200 Built-in WiFi 6 Bluetooth 32GB DDR4 512GB NVMe M.2 SSD 2TB HDD HDMI Wireless Keyboard & Mouse, Windows 11 Pro (Renewed)",3.5,84,Dell Computers,50,4,0,4,0,0
B0B2DV7N8S,Dell OptiPlex 7040 SFF Desktop Computer PC Intel Quad Core i7-6700 3.20GHz AX200 Built-in WIFI 6 Bluetooth 32GB DDR4 New 1TB NVMe M.2 SSD 2TB HDD HDMI Wireless Keyboard & Mouse Windows11 Pro (Renewed),4.2,446,Dell Computers,50,3,0,3,0,0
B0B3W4GHM6,"Apple Early 2022 iPad Air, 10.9-inch, Wi-Fi, 256GB, Blue (Renewed)",4.4,1358,Apple Computer,50,4,3,7,0,0
B0B48XF6G3,"Apple Early 2022 iPad Air 5th Gen (10.9-inch, Wi-Fi, 64GB) Blue (Renewed)",4.4,1358,Apple Computer,100,5,2,7,0,0
B0B493Q7P5,"Apple Early 2022 iPad Air 5th Gen, 10.9-inch, Wi-Fi, 64GB, Space Gray (Renewed)",4.4,1358,Apple Computer,100,6,2,0,0,0
B0B542CVYM,"2022 Apple iPad Air (10.9-inch, Wi-Fi+Cellular, 64GB) Space Gray (Renewed)",4.4,1358,Apple Computer,50,0,3,3,0,0
B0B542Y6R1,"Apple Early 2022 iPad Air, 10.9-inch, Wi Fi, 64GB, Purple (Renewed)",4.4,1358,Apple Computer,50,3,3,6,0,0
B0B5433V5C,"Apple 2022 iPad Air (10.9-inch, Wi-Fi, 256GB) - Space Gray (Renewed)",4.4,1358,Apple Computer,50,4,4,8,0,0
B0B5916YP4,"Dell OptiPlex 7020 Desktop Computer, 32GB Ram New 2TB SSD, Intel Quad Core i7 4790 up to 4.0GHz, AC8260 Built-in WiFi 5, Dual Monitor Supported, DVD-RW HDMI Windows 11 Pro (Renewed)",4.1,344,Dell Computers,0,1,0,1,0,0
B0B591PYLQ,"Dell OptiPlex 7020 Desktop Computer, 16GB Ram 256GB SSD, Intel Quad Core i7 4790 up to 4.0GHz, AC8260 Built-in WiFi 5, Dual Monitor Supported, DVD-RW HDMI Windows 11 Pro (Renewed)",4.1,344,Dell Computers,0,1,0,1,0,0
B0B5BDFJDD,"Apple 2022 iPad Air (10.9-inch, Wi-Fi + Celullar, 64GB) Blue (Renewed)",4.4,1358,Apple Computer,50,1,1,2,0,0
B0B5BFP5RJ,"Apple iPad Air 10.9-inch, Wi-Fi + Cellular, 64GB - Starlight (5th Generation) (Renewed)",4.4,1358,Apple Computer,0,2,0,2,0,0
B0B5BHMLQN,"Apple 2022 iPad Air (10.9-inch, Wi-Fi + Cellular, 64GB) - Purple (5th Generation) (Renewed)",4.4,1356,Apple Computer,0,0,0,0,0,0
B0B61RGWWS,"Apple 2022 iPad Air, 10.9-inch, Wi-Fi + Cellular, 256GB, Pink, 5th Generation (Renewed)",4.4,1358,Apple Computer,0,1,1,2,0,0
B0B61RJPMR,"Apple 2022 iPad Air 10.9-inch, Wi-Fi + Cellular, 256GB - Blue (5th Generation) (Renewed)",4.4,1358,Apple Computer,0,2,1,3,0,0
B0B61T9SHZ,"Apple 2022 iPad Air (10.9-inch, Wi-Fi + Cellular, 256GB) - Purple (Renewed)",4.4,1358,Apple Computer,0,1,0,1,0,0
B0B61VN1WR,"Apple 2022 iPad Air 5, 10.9-inch, WiFi + Cellular, 256GB - Space Gray (Renewed)",4.4,1358,Apple Computer,0,4,1,5,0,0
B0B651H51W,"HP 2022 All-in-One Desktop, 21.5"" FHD Display, Intel Celeron J4025 Processor, 8GB RAM, 256GB PCIe SSD, Webcam, HDMI, RJ-45, Wired Keyboard&Mouse, WiFi, Windows 11 Home, White",4.2,1164,HP,0,0,2,0,0,0
B0B651YPLB,"HP 2022 All-in-One Desktop, 21.5"" FHD Display, Intel Celeron J4025 Processor, 12GB RAM, 512GB PCIe SSD, Webcam, WiFi, HDMI, RJ-45, Wired Keyboard&Mouse, Windows 11 Home, White",4.2,1164,HP Inc.,0,0,1,0,0,0
B0B6523VBD,"HP 2022 All-in-One Desktop, 21.5"" FHD Display, Intel Celeron J4025 Processor, 16GB RAM, 512GB PCIe SSD, Webcam, HDMI, RJ-45, Wired Keyboard&Mouse, WiFi, Windows 11 Home, White",4.2,1164,hp,0,1,3,0,0,0
B0B6529YPV,"HP 2022 All-in-One Desktop, 21.5"" FHD Display, Intel Celeron J4025 Processor, 32GB RAM, 1TB PCIe SSD, Webcam, HDMI, RJ-45, Wired Keyboard&Mouse, WiFi, Windows 11 Home, White",4.2,1164,HP,0,0,1,0,0,0
B0B652G6WN,"HP 2022 All-in-One Desktop, 21.5"" FHD Display, Intel Celeron J4025 Processor, 32GB RAM, 2TB PCIe SSD, Webcam, HDMI, RJ-45, Wired Keyboard&Mouse, WiFi, Windows 11 Home, White",4.2,1164,HP,0,0,1,0,0,0
B0B6572SH5,"HP 2022 All-in-One Desktop, 21.5"" FHD Display, Intel Celeron J4025 Processor, 16GB RAM, 1TB PCIe SSD, Webcam, HDMI, RJ-45, Wired Keyboard&Mouse, WiFi, Windows 11 Home, White",4.2,1164,HP,0,0,1,0,0,0
B0B7BRGFY5,"HP 22-DD0224 21.5"" FHD All-in-One Desktop Anti-Glare Intel Celeron J4025 2.0 GHz up to 2.9 GHz 4 GB DDR4 MHz RAM 128 GB SSD Intel UHD Graphics 600 Windows 11 Home",4.8,5,HP,50,5,4,0,0,0
B0B7BRXXMX,"HP 2022 All-in-One Desktop, 21.5"" FHD Display, Intel Celeron J4025 Processor, 8GB RAM, 256GB PCIe SSD, Webcam, WiFi, HDMI, RJ-45, Wired Keyboard&Mouse, Windows 11 Home, White",4.2,438,HP,0,0,4,0,0,0
B0B7BS1V59,"HP 2022 All-in-One Desktop, 21.5"" FHD Display, Intel Celeron J4025 Processor, 16GB RAM, 2TB PCIe SSD, Webcam, WiFi, HDMI, RJ-45, Wired Keyboard&Mouse, Windows 11 Home, White",4.2,438,HP Inc.,0,0,2,0,0,0
B0B7BZXL7B,"HP 2022 All-in-One Desktop, 21.5"" FHD Display, Intel Celeron J4025 Processor, 16GB RAM, 1TB PCIe SSD, Webcam, WiFi, HDMI, RJ-45, Wired Keyboard&Mouse, Windows 11 Home, White",4.2,438,HP Inc.,0,0,4,0,0,0
B0B7C3VJ69,"HP 2022 All-in-One Desktop, 21.5"" FHD Display, Intel Celeron J4025 Processor, 12GB RAM, 512GB PCIe SSD, Webcam, WiFi, HDMI, RJ-45, Wired Keyboard&Mouse, Windows 11 Home, White",4.2,438,HP Inc.,0,0,2,0,0,0
B0B7C48BBY,"HP 2022 All-in-One Desktop, 21.5"" FHD Display, Intel Celeron J4025 Processor, 8GB RAM, 512GB PCIe SSD, Webcam, WiFi, HDMI, RJ-45, Wired Keyboard&Mouse, Windows 11 Home, White",4.2,438,HP Inc.,0,1,3,0,0,0
B0B8PBF53F,"Apple 2021 iMac with Apple M1 Chip with 8-core CPU, 24-inch, 8GB RAM, 512GB SSD Storage, Yellow (Renewed)",4.2,504,Apple Computer,0,1,0,1,0,0
B0B9RL75CS,"Dell OptiPlex Desktop Computer 7020 SFF, 7000 Small Dekstops PC, 14th Gen Intel 14-Core i5-14500 (Beat i7-13700), 16GB DDR5 RAM, 512GB PCIe SSD, WiFi 6E, 2 DisplayPort, HDMI, Type-C, Windows 11 Pro",4.8,5,Dell Computers,50,2,0,0,0,0
B0B9SPWH53,"Dell OptiPlex 7010 Plus 7000 Tower Business Desktop Computer, 13th Gen Intel 16-Core i7-13700 up to 5.1GHz, 32GB DDR5 RAM, 1TB PCIe SSD, Ethernet, 3 DisplayPorts, Type-C, Windows 11 Pro",4.3,46,Dell Computers,0,2,0,0,0,0
B0B9SQD928,"Dell Vostro Desktop Computers Tower PC for Home Business Student, 14th Gen Intel 4-Core Processor, 16GB DDR5 RAM, 1TB PCIe SSD, WiFi 6, Bluetooth, DisplayPort, HDMI, Type-C, Windows 11 Pro",4.5,557,Dell Computers,300,1,0,0,0,0
B0B9SQXGGJ,"Dell OptiPlex 7010 Plus 7000 Tower Business Desktop Computer, 13th Gen Intel 16-Core i7-13700 up to 5.1GHz, 64GB DDR5 RAM, 1TB PCIe SSD, Ethernet, 3 DisplayPorts, Type-C, Windows 11 Pro",4.3,46,Dell Computers,0,1,0,0,0,0
B0B9SS3HK7,"Dell OptiPlex 7010 Plus 7000 Tower Business Desktop Computer, 13th Gen Intel 16-Core i7-13700 up to 5.1GHz, 64GB DDR5 RAM, 2TB PCIe SSD, Ethernet, 3 DisplayPorts, Type-C, Windows 11 Pro",4.3,46,Dell Computers,0,1,0,0,0,0
B0B9X1HQWM,"Dell OptiPlex 7420 7000 24 Business All-in-One Desktop Computer, 64GB DDR5 RAM, 1TB PCIe SSD, 14th Gen Intel 14-Core i5-14500T (Beat i7-13700T), 23.8"" FHD, WiFi 6, USB-C, DisplayPort, Windows 11 Pro",4.6,33,Dell Computers,0,1,0,0,0,0
B0B9X39XSN,"Dell OptiPlex 7420 7000 24 Business All-in-One Desktop Computer, 64GB DDR5 RAM, 2TB PCIe SSD, 14th Gen Intel 14-Core i5-14500T (Beat i7-13700T), 23.8"" FHD, WiFi 6, USB-C, DisplayPort, Windows 11 Pro",4.6,33,Dell Computers,0,1,0,0,0,0
B0B9X79L3K,"Dell OptiPlex 7420 7000 24 Business All-in-One Desktop Computer, 32GB DDR5 RAM, 1TB PCIe SSD, 14th Gen Intel 14-Core i5-14500T (Beat i7-13700T), 23.8"" FHD, WiFi 6, USB-C, DisplayPort, Windows 11 Pro",4.6,33,Dell Computers,0,2,0,0,0,0
B0B9X8TW69,"Dell OptiPlex 7420 7000 24 Business All-in-One Desktop Computer, 16GB DDR5 RAM, 1TB PCIe SSD, 14th Gen Intel 14-Core i5-14500T (Beat i7-13700T), 23.8"" FHD, WiFi 6, USB-C, DisplayPort, Windows 11 Pro",4.6,33,Dell Computers,0,2,0,0,0,0
B0B9XHGC6W,"Dell OptiPlex 7020 Tower Business Desktop Computer, 32GB DDR5 RAM, 1TB PCIe SSD, Intel 6-Core i5-12500, DVDRW, RJ-45, Type-C, HDMI, DisplayPort, Windows 11 Pro",4.3,148,Dell Computers,50,1,0,0,0,0
B0BB898YLJ,"HP 2022 All-in-One Desktop, 21.5"" FHD Display, Intel Celeron J4025 Processor, 12GB RAM, 256GB PCIe SSD, Webcam, WiFi, HDMI, RJ-45, Wired Keyboard&Mouse, Windows 11 Home, White",4.2,438,HP Inc.,0,0,2,0,0,0
B0BCDNYJF8,"Dell OptiPlex 7020 Plus 7000 Tower Business Desktop Computer, 14th Gen Intel 20-Core i7-14700 up to 5.4GHz, 64GB DDR5 RAM, 4TB PCIe SSD, DVDRW, WiFi, RJ-45, 3 DisplayPorts, Windows 11 Pro",2.8,2,Dell Computers,0,2,0,0,0,0
B0BFBZB5C6,"Apple 2019 iPad (10.2-inch, Wi-Fi, 128GB) - Gold (Renewed Premium)",4.5,330,Apple Computer,50,1,0,1,3,0
B0BFBZCRC2,"Apple iPad (10.2-inch, WiFi, 32GB) - Space Gray (Renewed Premium)",4.4,401,Apple Computer,1000,4,0,4,0,0
B0BFBZCRC4,"Apple 2020 iPad (10.2-inch, WiFi, 128GB) - Silver (Renewed Premium)",4.4,401,Apple Computer,50,2,0,2,2,0
B0BFC19NWM,"Apple 2019 iPad (10.2-inch, Wi-Fi, 32GB) - Silver (Renewed Premium)",4.5,330,Apple Computer,400,2,0,2,3,0
B0BFC1B7V5,Apple iPad mini 6-256GB - WiFi - Purple (Renewed Premium),4.5,123,Apple Computer,0,0,0,0,0,0
B0BFC1G7MJ,Apple 2022 iPad mini 6 256GB - WiFi + Cellular - Pink (Renewed Premium),4.5,123,Apple Computer,0,0,0,0,0,0
B0BFC1JQX9,"Apple 2019 iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (Renewed Premium)",4.4,507,Apple Computer,2000,2,0,0,3,0
B0BFC1PZ5Q,"Apple 2019 iPad (10.2-inch, Wi-Fi, 128GB) - Space Gray (Renewed Premium)",4.5,330,Apple Computer,200,2,0,0,3,0
B0BFC2655X,Apple iPad mini 6-256GB - WiFi - Space Gray (Renewed Premium),4.5,123,Apple Computer,50,0,0,0,0,0
B0BFC26HPS,"Apple iPad (10.2-inch, WiFi, 128GB) - Space Gray (Renewed Premium)",4.4,401,Apple Computer,500,3,0,3,3,0
B0BFC2DKCF,"Apple iPad 10.2-inch, WiFi + Cellular, 32GB - Silver (Renewed Premium)",4.4,401,Apple Computer,50,1,0,1,3,0
B0BFC35BP7,"2020 Apple iPad (10.2-inch, WiFi, 128GB) - Gold (Renewed Premium)",4.4,401,Apple Computer,0,1,0,1,0,0
B0BFC3KHPS,"Apple 2020 iPad 10.2-inch, WiFi, 32GB, Gold (Renewed Premium)",4.4,401,Apple Computer,100,1,0,1,3,0
B0BFC42HQR,"Apple 2020 iPad 10.2-inch, WiFi + Cellular, 32GB - Space Gray (Renewed Premium)",4.4,401,Apple Computer,100,2,0,2,0,0
B0BFC46XXC,Apple iPad mini 6-64GB - WiFi - Purple (Renewed Premium),4.5,123,Apple Computer,50,0,0,0,0,0
B0BFC49NLY,"Apple 2020 iPad (10.2-inch, WiFi + Cellular, 128GB) - Space Gray (Renewed Premium)",4.4,401,Apple Computer,0,1,0,1,3,0
B0BFC5BF8H,"Apple 2020 iPad 10.2-inch, WiFi, 32GB - Silver (Renewed Premium)",4.4,401,Apple Computer,500,1,0,1,3,0
B0BFC5JT2C,Apple iPad mini 6-256GB - WiFi + Cellular - Space Gray (Renewed Premium),4.5,123,Apple Computer,0,0,0,0,0,0
B0BFC5M5ZQ,Apple iPad Mini 6-64GB - WiFi + Cellular - Space Gray (Renewed Premium),4.5,123,Apple Computer,0,0,0,0,0,0
B0BFC79YP1,Apple iPad mini 6-256GB - WiFi + Cellular - Purple (Renewed Premium),4.5,123,Apple Computer,0,0,0,0,0,0
B0BFC7JNJK,Apple iPad mini 6-64GB - WiFi - Space Gray (Renewed Premium),4.5,123,Apple Computer,0,0,0,0,0,0
B0BGBWJFWW,"Dell OptiPlex 5070 Desktop Computers Windows 11 Pro,8 Core i7 9700 up to 4.7GHz,32GB DDR4, 1TB M.2 NVMe SSD,Intel Wireless Wi-Fi 6E AX210 & Bluetooth 5.2, HDMI Adapter, Only by Titan ITAD(Renewed)",4.4,66,Dell Computers,300,10,0,0,0,0
B0BJLBH659,"Apple iPad (10th Generation): with A14 Bionic chip, 10.9-inch Liquid Retina Display, 256GB, Wi-Fi 6 + 5G Cellular, 12MP front/12MP Back Camera, Touch ID, All-Day Battery Life – Yellow",4.8,35249,Apple,0,0,0,0,0,0
B0BJLBNNRT,"Apple iPad (10th Generation): with A14 Bionic chip, 10.9-inch Liquid Retina Display, 256GB, Wi-Fi 6, 12MP front/12MP Back Camera, Touch ID, All-Day Battery Life – Blue",4.8,35299,Apple,500,2,1,0,0,0
B0BJLCL22Y,"Apple iPad (10th Generation): with A14 Bionic chip, 10.9-inch Liquid Retina Display, 64GB, Wi-Fi 6, 12MP front/12MP Back Camera, Touch ID, All-Day Battery Life – Yellow",4.8,35249,Apple,0,0,0,0,0,0
B0BJLCWFNM,"Apple iPad (10th Generation): with A14 Bionic chip, 10.9-inch Liquid Retina Display, 64GB, Wi-Fi 6, 12MP front/12MP Back Camera, Touch ID, All-Day Battery Life – Silver",4.8,35299,Apple,100,3,0,0,0,0
